week_start,trading_day,date,partial_model
2010-06-01,3.0,2010-06-03,Outside
2010-06-01,4.0,2010-06-01,Outside
2010-06-01,5.0,2010-06-01,Outside
2010-06-08,1.0,2010-06-08,N/A
2010-06-08,2.0,2010-06-09,Upside
2010-06-08,3.0,2010-06-10,Outside
2010-06-08,4.0,2010-06-08,Upside
2010-06-08,5.0,2010-06-08,Undefined
2010-06-15,1.0,2010-06-15,N/A
2010-06-15,2.0,2010-06-16,Upside
2010-06-15,3.0,2010-06-17,Downside
2010-06-15,4.0,2010-06-15,Upside
2010-06-15,5.0,2010-06-15,Outside
2010-06-22,1.0,2010-06-22,N/A
2010-06-22,2.0,2010-06-23,Downside
2010-06-22,3.0,2010-06-24,Upside
2010-06-22,4.0,2010-06-22,Outside
2010-06-22,5.0,2010-06-22,Undefined
2010-06-29,1.0,2010-06-29,N/A
2010-06-29,2.0,2010-06-30,Downside
2010-06-29,3.0,2010-07-01,Downside
2010-06-29,4.0,2010-06-29,Downside
2010-06-29,5.0,2010-06-29,Outside
2010-07-06,1.0,2010-07-06,N/A
2010-07-06,2.0,2010-07-07,Upside
2010-07-06,3.0,2010-07-08,Outside
2010-07-06,4.0,2010-07-06,Upside
2010-07-06,5.0,2010-07-06,Outside
2010-07-13,1.0,2010-07-13,N/A
2010-07-13,2.0,2010-07-14,Upside
2010-07-13,3.0,2010-07-15,Downside
2010-07-13,4.0,2010-07-13,Upside
2010-07-13,5.0,2010-07-13,Outside
2010-07-20,1.0,2010-07-20,N/A
2010-07-20,2.0,2010-07-21,Downside
2010-07-20,3.0,2010-07-22,Upside
2010-07-20,4.0,2010-07-20,Upside
2010-07-20,5.0,2010-07-20,Undefined
2010-07-27,1.0,2010-07-27,N/A
2010-07-27,2.0,2010-07-28,Downside
2010-07-27,3.0,2010-07-29,Upside
2010-07-27,4.0,2010-07-27,Outside
2010-07-27,5.0,2010-07-27,Outside
2010-08-03,1.0,2010-08-03,N/A
2010-08-03,2.0,2010-08-04,Upside
2010-08-03,3.0,2010-08-05,Outside
2010-08-03,4.0,2010-08-03,Outside
2010-08-03,5.0,2010-08-03,Downside
2010-08-10,1.0,2010-08-10,N/A
2010-08-10,2.0,2010-08-11,Downside
2010-08-10,3.0,2010-08-12,Downside
2010-08-10,4.0,2010-08-10,Downside
2010-08-10,5.0,2010-08-10,Outside
2010-08-17,1.0,2010-08-17,N/A
2010-08-17,2.0,2010-08-18,Outside
2010-08-17,3.0,2010-08-19,Downside
2010-08-17,4.0,2010-08-17,Downside
2010-08-17,5.0,2010-08-17,Undefined
2010-08-24,1.0,2010-08-24,N/A
2010-08-24,2.0,2010-08-25,Outside
2010-08-24,3.0,2010-08-26,Upside
2010-08-24,4.0,2010-08-24,Outside
2010-08-24,5.0,2010-08-24,Upside
2010-08-31,1.0,2010-08-31,N/A
2010-08-31,2.0,2010-09-01,Upside
2010-08-31,3.0,2010-09-02,Upside
2010-08-31,4.0,2010-08-31,Outside
2010-08-31,5.0,2010-08-31,Undefined
2010-09-07,1.0,2010-09-07,N/A
2010-09-07,2.0,2010-09-08,Upside
2010-09-07,3.0,2010-09-09,Outside
2010-09-07,4.0,2010-09-07,Upside
2010-09-07,5.0,2010-09-07,Undefined
2010-09-14,1.0,2010-09-14,N/A
2010-09-14,2.0,2010-09-15,Inside
2010-09-14,3.0,2010-09-16,Downside
2010-09-14,4.0,2010-09-14,Downside
2010-09-14,5.0,2010-09-14,Outside
2010-09-21,1.0,2010-09-21,N/A
2010-09-21,2.0,2010-09-22,Downside
2010-09-21,3.0,2010-09-23,Upside
2010-09-21,4.0,2010-09-21,Outside
2010-09-21,5.0,2010-09-21,Outside
2010-09-28,1.0,2010-09-28,N/A
2010-09-28,2.0,2010-09-29,Outside
2010-09-28,3.0,2010-09-30,Upside
2010-09-28,4.0,2010-09-28,Upside
2010-09-28,5.0,2010-09-28,Undefined
2010-10-05,1.0,2010-10-05,N/A
2010-10-05,2.0,2010-10-06,Upside
2010-10-05,3.0,2010-10-07,Downside
2010-10-05,4.0,2010-10-05,Outside
2010-10-05,5.0,2010-10-05,Outside
2010-10-12,1.0,2010-10-12,N/A
2010-10-12,2.0,2010-10-13,Upside
2010-10-12,3.0,2010-10-14,Downside
2010-10-12,4.0,2010-10-12,Upside
2010-10-12,5.0,2010-10-12,Undefined
2010-10-19,1.0,2010-10-19,N/A
2010-10-19,2.0,2010-10-20,Upside
2010-10-19,3.0,2010-10-21,Downside
2010-10-19,4.0,2010-10-19,Downside
2010-10-19,5.0,2010-10-19,Undefined
2010-10-26,1.0,2010-10-26,N/A
2010-10-26,2.0,2010-10-27,Outside
2010-10-26,3.0,2010-10-28,Downside
2010-10-26,4.0,2010-10-26,Outside
2010-10-26,5.0,2010-10-26,Upside
2010-11-02,1.0,2010-11-02,N/A
2010-11-02,2.0,2010-11-03,Upside
2010-11-02,3.0,2010-11-04,Upside
2010-11-02,4.0,2010-11-02,Upside
2010-11-02,5.0,2010-11-02,Undefined
2010-11-09,1.0,2010-11-09,N/A
2010-11-09,2.0,2010-11-10,Upside
2010-11-09,3.0,2010-11-11,Downside
2010-11-09,4.0,2010-11-09,Outside
2010-11-09,5.0,2010-11-09,Undefined
2010-11-16,1.0,2010-11-16,N/A
2010-11-16,2.0,2010-11-17,Outside
2010-11-16,3.0,2010-11-18,Outside
2010-11-16,4.0,2010-11-16,Downside
2010-11-16,5.0,2010-11-16,Outside
2010-11-23,1.0,2010-11-23,N/A
2010-11-23,2.0,2010-11-24,Upside
2010-11-23,3.0,2010-11-25,Outside
2010-11-23,4.0,2010-11-23,Upside
2010-11-23,5.0,2010-11-23,Undefined
2010-11-30,1.0,2010-11-30,N/A
2010-11-30,2.0,2010-12-01,Upside
2010-11-30,3.0,2010-12-02,Upside
2010-11-30,4.0,2010-11-30,Upside
2010-11-30,5.0,2010-11-30,Upside
2010-12-07,1.0,2010-12-07,N/A
2010-12-07,2.0,2010-12-08,Outside
2010-12-07,3.0,2010-12-09,Downside
2010-12-07,4.0,2010-12-07,Downside
2010-12-07,5.0,2010-12-07,Undefined
2010-12-14,1.0,2010-12-14,N/A
2010-12-14,2.0,2010-12-15,Upside
2010-12-14,3.0,2010-12-16,Downside
2010-12-14,4.0,2010-12-14,Downside
2010-12-14,5.0,2010-12-14,Outside
2010-12-21,1.0,2010-12-21,N/A
2010-12-21,2.0,2010-12-22,Upside
2010-12-21,3.0,2010-12-23,Upside
2010-12-21,4.0,2010-12-21,Upside
2010-12-21,5.0,2010-12-21,Upside
2010-12-28,1.0,2010-12-28,N/A
2010-12-28,2.0,2010-12-29,Downside
2010-12-28,3.0,2010-12-30,Downside
2010-12-28,4.0,2010-12-28,Outside
2010-12-28,5.0,2010-12-28,Outside
2011-01-04,1.0,2011-01-04,N/A
2011-01-04,2.0,2011-01-05,Upside
2011-01-04,3.0,2011-01-06,Downside
2011-01-04,4.0,2011-01-04,Downside
2011-01-04,5.0,2011-01-04,Undefined
2011-01-11,1.0,2011-01-11,N/A
2011-01-11,2.0,2011-01-12,Upside
2011-01-11,3.0,2011-01-13,Outside
2011-01-11,4.0,2011-01-11,Upside
2011-01-11,5.0,2011-01-11,Undefined
2011-01-18,1.0,2011-01-18,N/A
2011-01-18,2.0,2011-01-19,Downside
2011-01-18,3.0,2011-01-20,Downside
2011-01-18,4.0,2011-01-18,Downside
2011-01-18,5.0,2011-01-18,Undefined
2011-01-25,1.0,2011-01-25,N/A
2011-01-25,2.0,2011-01-26,Outside
2011-01-25,3.0,2011-01-27,Outside
2011-01-25,4.0,2011-01-25,Outside
2011-01-25,5.0,2011-01-25,Undefined
2011-02-01,1.0,2011-02-01,N/A
2011-02-01,2.0,2011-02-02,Outside
2011-02-01,3.0,2011-02-03,Downside
2011-02-01,4.0,2011-02-01,Undefined
2011-02-01,5.0,2011-02-01,Outside
2011-02-08,1.0,2011-02-08,N/A
2011-02-08,2.0,2011-02-09,Outside
2011-02-08,3.0,2011-02-10,Upside
2011-02-08,4.0,2011-02-08,Upside
2011-02-08,5.0,2011-02-08,Undefined
2011-02-15,1.0,2011-02-15,N/A
2011-02-15,2.0,2011-02-16,Outside
2011-02-15,3.0,2011-02-17,Upside
2011-02-15,4.0,2011-02-15,Outside
2011-02-15,5.0,2011-02-15,Undefined
2011-02-22,1.0,2011-02-22,N/A
2011-02-22,2.0,2011-02-23,Upside
2011-02-22,3.0,2011-02-24,Downside
2011-02-22,4.0,2011-02-22,Upside
2011-02-22,5.0,2011-02-22,Undefined
2011-03-01,1.0,2011-03-01,N/A
2011-03-01,2.0,2011-03-02,Upside
2011-03-01,3.0,2011-03-03,Outside
2011-03-01,4.0,2011-03-01,Upside
2011-03-01,5.0,2011-03-01,Undefined
2011-03-08,1.0,2011-03-08,N/A
2011-03-08,2.0,2011-03-09,Downside
2011-03-08,3.0,2011-03-10,Downside
2011-03-08,4.0,2011-03-08,Downside
2011-03-08,5.0,2011-03-08,Undefined
2011-03-15,1.0,2011-03-15,N/A
2011-03-15,2.0,2011-03-16,Outside
2011-03-15,3.0,2011-03-17,Upside
2011-03-15,4.0,2011-03-15,Upside
2011-03-15,5.0,2011-03-15,Undefined
2011-03-22,1.0,2011-03-22,N/A
2011-03-22,2.0,2011-03-23,Upside
2011-03-22,3.0,2011-03-24,Downside
2011-03-22,4.0,2011-03-22,Upside
2011-03-22,5.0,2011-03-22,Upside
2011-03-29,1.0,2011-03-29,N/A
2011-03-29,2.0,2011-03-30,Outside
2011-03-29,3.0,2011-03-31,Upside
2011-03-29,4.0,2011-03-29,Upside
2011-03-29,5.0,2011-03-29,Undefined
2011-04-05,1.0,2011-04-05,N/A
2011-04-05,2.0,2011-04-06,Upside
2011-04-05,3.0,2011-04-07,Outside
2011-04-05,4.0,2011-04-05,Upside
2011-04-05,5.0,2011-04-05,Undefined
2011-04-12,1.0,2011-04-12,N/A
2011-04-12,2.0,2011-04-13,Outside
2011-04-12,3.0,2011-04-14,Upside
2011-04-12,4.0,2011-04-12,Outside
2011-04-12,5.0,2011-04-12,Undefined
2011-04-19,1.0,2011-04-19,N/A
2011-04-19,2.0,2011-04-20,Outside
2011-04-19,3.0,2011-04-21,Downside
2011-04-19,4.0,2011-04-19,Upside
2011-04-19,5.0,2011-04-19,Upside
2011-04-26,1.0,2011-04-26,N/A
2011-04-26,2.0,2011-04-27,Outside
2011-04-26,3.0,2011-04-28,Outside
2011-04-26,4.0,2011-04-26,Outside
2011-04-26,5.0,2011-04-26,Outside
2011-05-03,1.0,2011-05-03,N/A
2011-05-03,2.0,2011-05-04,Downside
2011-05-03,3.0,2011-05-05,Downside
2011-05-03,4.0,2011-05-03,Downside
2011-05-03,5.0,2011-05-03,Outside
2011-05-10,1.0,2011-05-10,N/A
2011-05-10,2.0,2011-05-11,Downside
2011-05-10,3.0,2011-05-12,Upside
2011-05-10,4.0,2011-05-10,Outside
2011-05-10,5.0,2011-05-10,Undefined
2011-05-17,1.0,2011-05-17,N/A
2011-05-17,2.0,2011-05-18,Upside
2011-05-17,3.0,2011-05-19,Downside
2011-05-17,4.0,2011-05-17,Outside
2011-05-17,5.0,2011-05-17,Outside
2011-05-24,1.0,2011-05-24,N/A
2011-05-24,2.0,2011-05-25,Upside
2011-05-24,3.0,2011-05-26,Downside
2011-05-24,4.0,2011-05-24,Upside
2011-05-24,5.0,2011-05-24,Outside
2011-05-31,1.0,2011-05-31,N/A
2011-05-31,2.0,2011-06-01,Downside
2011-05-31,3.0,2011-06-02,Outside
2011-05-31,4.0,2011-05-31,Downside
2011-05-31,5.0,2011-05-31,Downside
2011-06-07,1.0,2011-06-07,N/A
2011-06-07,2.0,2011-06-08,Upside
2011-06-07,3.0,2011-06-09,Outside
2011-06-07,4.0,2011-06-07,Upside
2011-06-07,5.0,2011-06-07,Outside
2011-06-14,1.0,2011-06-14,N/A
2011-06-14,2.0,2011-06-15,Outside
2011-06-14,3.0,2011-06-16,Downside
2011-06-14,4.0,2011-06-14,Outside
2011-06-14,5.0,2011-06-14,Downside
2011-06-21,1.0,2011-06-21,N/A
2011-06-21,2.0,2011-06-22,Outside
2011-06-21,3.0,2011-06-23,Downside
2011-06-21,4.0,2011-06-21,Downside
2011-06-21,5.0,2011-06-21,Outside
2011-06-28,1.0,2011-06-28,N/A
2011-06-28,2.0,2011-06-29,Upside
2011-06-28,3.0,2011-06-30,Outside
2011-06-28,4.0,2011-06-28,Upside
2011-06-28,5.0,2011-06-28,Outside
2011-07-05,1.0,2011-07-05,N/A
2011-07-05,2.0,2011-07-06,Upside
2011-07-05,3.0,2011-07-07,Outside
2011-07-05,4.0,2011-07-05,Outside
2011-07-05,5.0,2011-07-05,Downside
2011-07-12,1.0,2011-07-12,N/A
2011-07-12,2.0,2011-07-13,Outside
2011-07-12,3.0,2011-07-14,Undefined
2011-07-12,4.0,2011-07-12,Upside
2011-07-12,5.0,2011-07-12,Outside
2011-07-19,1.0,2011-07-19,N/A
2011-07-19,2.0,2011-07-20,Downside
2011-07-19,3.0,2011-07-21,Upside
2011-07-19,4.0,2011-07-19,Upside
2011-07-19,5.0,2011-07-19,Outside
2011-07-26,1.0,2011-07-26,N/A
2011-07-26,2.0,2011-07-27,Downside
2011-07-26,3.0,2011-07-28,Outside
2011-07-26,4.0,2011-07-26,Downside
2011-07-26,5.0,2011-07-26,Undefined
2011-08-02,1.0,2011-08-02,N/A
2011-08-02,2.0,2011-08-03,Downside
2011-08-02,3.0,2011-08-04,Downside
2011-08-02,4.0,2011-08-02,Downside
2011-08-02,5.0,2011-08-02,Outside
2011-08-09,1.0,2011-08-09,N/A
2011-08-09,2.0,2011-08-10,Outside
2011-08-09,3.0,2011-08-11,Upside
2011-08-09,4.0,2011-08-09,Upside
2011-08-09,5.0,2011-08-09,Undefined
2011-08-16,1.0,2011-08-16,N/A
2011-08-16,2.0,2011-08-17,Outside
2011-08-16,3.0,2011-08-18,Downside
2011-08-16,4.0,2011-08-16,Outside
2011-08-16,5.0,2011-08-16,Outside
2011-08-23,1.0,2011-08-23,N/A
2011-08-23,2.0,2011-08-24,Upside
2011-08-23,3.0,2011-08-25,Outside
2011-08-23,4.0,2011-08-23,Outside
2011-08-23,5.0,2011-08-23,Upside
2011-08-30,1.0,2011-08-30,N/A
2011-08-30,2.0,2011-08-31,Upside
2011-08-30,3.0,2011-09-01,Outside
2011-08-30,4.0,2011-08-30,Outside
2011-08-30,5.0,2011-08-30,Downside
2011-09-06,1.0,2011-09-06,N/A
2011-09-06,2.0,2011-09-07,Upside
2011-09-06,3.0,2011-09-08,Outside
2011-09-06,4.0,2011-09-06,Upside
2011-09-06,5.0,2011-09-06,Outside
2011-09-13,1.0,2011-09-13,N/A
2011-09-13,2.0,2011-09-14,Downside
2011-09-13,3.0,2011-09-15,Upside
2011-09-13,4.0,2011-09-13,Downside
2011-09-13,5.0,2011-09-13,Undefined
2011-09-20,1.0,2011-09-20,N/A
2011-09-20,2.0,2011-09-21,Outside
2011-09-20,3.0,2011-09-22,Downside
2011-09-20,4.0,2011-09-20,Downside
2011-09-20,5.0,2011-09-20,Undefined
2011-09-27,1.0,2011-09-27,N/A
2011-09-27,2.0,2011-09-28,Downside
2011-09-27,3.0,2011-09-29,Outside
2011-09-27,4.0,2011-09-27,Outside
2011-09-27,5.0,2011-09-27,Undefined
2011-10-04,1.0,2011-10-04,N/A
2011-10-04,2.0,2011-10-05,Outside
2011-10-04,3.0,2011-10-06,Upside
2011-10-04,4.0,2011-10-04,Upside
2011-10-04,5.0,2011-10-04,Undefined
2011-10-11,1.0,2011-10-11,N/A
2011-10-11,2.0,2011-10-12,Downside
2011-10-11,3.0,2011-10-13,Outside
2011-10-11,4.0,2011-10-11,Upside
2011-10-11,5.0,2011-10-11,Undefined
2011-10-18,1.0,2011-10-18,N/A
2011-10-18,2.0,2011-10-19,Outside
2011-10-18,3.0,2011-10-20,Outside
2011-10-18,4.0,2011-10-18,Upside
2011-10-18,5.0,2011-10-18,Outside
2011-10-25,1.0,2011-10-25,N/A
2011-10-25,2.0,2011-10-26,Downside
2011-10-25,3.0,2011-10-27,Upside
2011-10-25,4.0,2011-10-25,Downside
2011-10-25,5.0,2011-10-25,Undefined
2011-11-01,1.0,2011-11-01,N/A
2011-11-01,2.0,2011-11-02,Outside
2011-11-01,3.0,2011-11-03,Upside
2011-11-01,4.0,2011-11-01,Upside
2011-11-01,5.0,2011-11-01,Upside
2011-11-08,1.0,2011-11-08,N/A
2011-11-08,2.0,2011-11-09,Upside
2011-11-08,3.0,2011-11-10,Upside
2011-11-08,4.0,2011-11-08,Outside
2011-11-08,5.0,2011-11-08,Outside
2011-11-15,1.0,2011-11-15,N/A
2011-11-15,2.0,2011-11-16,Upside
2011-11-15,3.0,2011-11-17,Downside
2011-11-15,4.0,2011-11-15,Outside
2011-11-15,5.0,2011-11-15,Downside
2011-11-22,1.0,2011-11-22,N/A
2011-11-22,2.0,2011-11-23,Downside
2011-11-22,3.0,2011-11-24,Outside
2011-11-22,4.0,2011-11-22,Outside
2011-11-22,5.0,2011-11-22,Outside
2011-11-29,1.0,2011-11-29,N/A
2011-11-29,2.0,2011-11-30,Inside
2011-11-29,3.0,2011-12-01,Outside
2011-11-29,4.0,2011-11-29,Upside
2011-11-29,5.0,2011-11-29,Outside
2011-12-06,1.0,2011-12-06,N/A
2011-12-06,2.0,2011-12-07,Downside
2011-12-06,3.0,2011-12-08,Downside
2011-12-06,4.0,2011-12-06,Downside
2011-12-06,5.0,2011-12-06,Undefined
2011-12-13,1.0,2011-12-13,N/A
2011-12-13,2.0,2011-12-14,Downside
2011-12-13,3.0,2011-12-15,Downside
2011-12-13,4.0,2011-12-13,Downside
2011-12-13,5.0,2011-12-13,Downside
2011-12-20,1.0,2011-12-20,N/A
2011-12-20,2.0,2011-12-21,Upside
2011-12-20,3.0,2011-12-22,Upside
2011-12-20,4.0,2011-12-20,Upside
2011-12-20,5.0,2011-12-20,Outside
2011-12-27,1.0,2011-12-27,N/A
2011-12-27,2.0,2011-12-28,Downside
2011-12-27,3.0,2011-12-29,Outside
2011-12-27,4.0,2011-12-27,Outside
2011-12-27,5.0,2011-12-27,Outside
2012-01-03,1.0,2012-01-03,N/A
2012-01-03,2.0,2012-01-04,Upside
2012-01-03,3.0,2012-01-05,Outside
2012-01-03,4.0,2012-01-03,Upside
2012-01-03,5.0,2012-01-03,Downside
2012-01-10,1.0,2012-01-10,N/A
2012-01-10,2.0,2012-01-11,Outside
2012-01-10,3.0,2012-01-12,Outside
2012-01-10,4.0,2012-01-10,Downside
2012-01-10,5.0,2012-01-10,Undefined
2012-01-17,1.0,2012-01-17,N/A
2012-01-17,2.0,2012-01-18,Downside
2012-01-17,3.0,2012-01-19,Downside
2012-01-17,4.0,2012-01-17,Outside
2012-01-17,5.0,2012-01-17,Undefined
2012-01-24,1.0,2012-01-24,N/A
2012-01-24,2.0,2012-01-25,Outside
2012-01-24,3.0,2012-01-26,Undefined
2012-01-24,4.0,2012-01-24,Upside
2012-01-24,5.0,2012-01-24,Upside
2012-01-31,1.0,2012-01-31,N/A
2012-01-31,2.0,2012-02-01,Outside
2012-01-31,3.0,2012-02-02,Downside
2012-01-31,4.0,2012-01-31,Downside
2012-01-31,5.0,2012-01-31,Downside
2012-02-07,1.0,2012-02-07,N/A
2012-02-07,2.0,2012-02-08,Outside
2012-02-07,3.0,2012-02-09,Outside
2012-02-07,4.0,2012-02-07,Upside
2012-02-07,5.0,2012-02-07,Undefined
2012-02-14,1.0,2012-02-14,N/A
2012-02-14,2.0,2012-02-15,Downside
2012-02-14,3.0,2012-02-16,Upside
2012-02-14,4.0,2012-02-14,Upside
2012-02-14,5.0,2012-02-14,Outside
2012-02-21,1.0,2012-02-21,N/A
2012-02-21,2.0,2012-02-22,Upside
2012-02-21,3.0,2012-02-23,Outside
2012-02-21,4.0,2012-02-21,Upside
2012-02-21,5.0,2012-02-21,Undefined
2012-02-28,1.0,2012-02-28,N/A
2012-02-28,2.0,2012-02-29,Outside
2012-02-28,3.0,2012-03-01,Upside
2012-02-28,4.0,2012-02-28,Downside
2012-02-28,5.0,2012-02-28,Outside
2012-03-06,1.0,2012-03-06,N/A
2012-03-06,2.0,2012-03-07,Outside
2012-03-06,3.0,2012-03-08,Outside
2012-03-06,4.0,2012-03-06,Outside
2012-03-06,5.0,2012-03-06,Upside
2012-03-13,1.0,2012-03-13,N/A
2012-03-13,2.0,2012-03-14,Outside
2012-03-13,3.0,2012-03-15,Downside
2012-03-13,4.0,2012-03-13,Upside
2012-03-13,5.0,2012-03-13,Upside
2012-03-20,1.0,2012-03-20,N/A
2012-03-20,2.0,2012-03-21,Outside
2012-03-20,3.0,2012-03-22,Downside
2012-03-20,4.0,2012-03-20,Outside
2012-03-20,5.0,2012-03-20,Outside
2012-03-27,1.0,2012-03-27,N/A
2012-03-27,2.0,2012-03-28,Downside
2012-03-27,3.0,2012-03-29,Downside
2012-03-27,4.0,2012-03-27,Downside
2012-03-27,5.0,2012-03-27,Undefined
2012-04-03,1.0,2012-04-03,N/A
2012-04-03,2.0,2012-04-04,Downside
2012-04-03,3.0,2012-04-05,Upside
2012-04-03,4.0,2012-04-03,Downside
2012-04-03,5.0,2012-04-03,Downside
2012-04-10,1.0,2012-04-10,N/A
2012-04-10,2.0,2012-04-11,Upside
2012-04-10,3.0,2012-04-12,Upside
2012-04-10,4.0,2012-04-10,Outside
2012-04-10,5.0,2012-04-10,Undefined
2012-04-17,1.0,2012-04-17,N/A
2012-04-17,2.0,2012-04-18,Downside
2012-04-17,3.0,2012-04-19,Outside
2012-04-17,4.0,2012-04-17,Downside
2012-04-17,5.0,2012-04-17,Downside
2012-04-24,1.0,2012-04-24,N/A
2012-04-24,2.0,2012-04-25,Outside
2012-04-24,3.0,2012-04-26,Outside
2012-04-24,4.0,2012-04-24,Upside
2012-04-24,5.0,2012-04-24,Outside
2012-05-01,1.0,2012-05-01,N/A
2012-05-01,2.0,2012-05-02,Downside
2012-05-01,3.0,2012-05-03,Downside
2012-05-01,4.0,2012-05-01,Outside
2012-05-01,5.0,2012-05-01,Undefined
2012-05-08,1.0,2012-05-08,N/A
2012-05-08,2.0,2012-05-09,Outside
2012-05-08,3.0,2012-05-10,Undefined
2012-05-08,4.0,2012-05-08,Outside
2012-05-08,5.0,2012-05-08,Outside
2012-05-15,1.0,2012-05-15,N/A
2012-05-15,2.0,2012-05-16,Upside
2012-05-15,3.0,2012-05-17,Downside
2012-05-15,4.0,2012-05-15,Downside
2012-05-15,5.0,2012-05-15,Undefined
2012-05-22,1.0,2012-05-22,N/A
2012-05-22,2.0,2012-05-23,Downside
2012-05-22,3.0,2012-05-24,Upside
2012-05-22,4.0,2012-05-22,Downside
2012-05-22,5.0,2012-05-22,Outside
2012-05-29,1.0,2012-05-29,N/A
2012-05-29,2.0,2012-05-30,Downside
2012-05-29,3.0,2012-05-31,Downside
2012-05-29,4.0,2012-05-29,Downside
2012-05-29,5.0,2012-05-29,Outside
2012-06-05,1.0,2012-06-05,N/A
2012-06-05,2.0,2012-06-06,Outside
2012-06-05,3.0,2012-06-07,Outside
2012-06-05,4.0,2012-06-05,Outside
2012-06-05,5.0,2012-06-05,Outside
2012-06-12,1.0,2012-06-12,N/A
2012-06-12,2.0,2012-06-13,Outside
2012-06-12,3.0,2012-06-14,Upside
2012-06-12,4.0,2012-06-12,Upside
2012-06-12,5.0,2012-06-12,Undefined
2012-06-19,1.0,2012-06-19,N/A
2012-06-19,2.0,2012-06-20,Downside
2012-06-19,3.0,2012-06-21,Downside
2012-06-19,4.0,2012-06-19,Undefined
2012-06-19,5.0,2012-06-19,Downside
2012-06-26,1.0,2012-06-26,N/A
2012-06-26,2.0,2012-06-27,Upside
2012-06-26,3.0,2012-06-28,Outside
2012-06-26,4.0,2012-06-26,Upside
2012-06-26,5.0,2012-06-26,Outside
2012-07-03,1.0,2012-07-03,N/A
2012-07-03,2.0,2012-07-04,Upside
2012-07-03,3.0,2012-07-05,Downside
2012-07-03,4.0,2012-07-03,Undefined
2012-07-03,5.0,2012-07-03,Downside
2012-07-10,1.0,2012-07-10,N/A
2012-07-10,2.0,2012-07-11,Outside
2012-07-10,3.0,2012-07-12,Outside
2012-07-10,4.0,2012-07-10,Outside
2012-07-10,5.0,2012-07-10,Outside
2012-07-17,1.0,2012-07-17,N/A
2012-07-17,2.0,2012-07-18,Upside
2012-07-17,3.0,2012-07-19,Upside
2012-07-17,4.0,2012-07-17,Outside
2012-07-17,5.0,2012-07-17,Outside
2012-07-24,1.0,2012-07-24,N/A
2012-07-24,2.0,2012-07-25,Outside
2012-07-24,3.0,2012-07-26,Inside
2012-07-24,4.0,2012-07-24,Upside
2012-07-24,5.0,2012-07-24,Undefined
2012-07-31,1.0,2012-07-31,N/A
2012-07-31,2.0,2012-08-01,Outside
2012-07-31,3.0,2012-08-02,Downside
2012-07-31,4.0,2012-07-31,Outside
2012-07-31,5.0,2012-07-31,Upside
2012-08-07,1.0,2012-08-07,N/A
2012-08-07,2.0,2012-08-08,Upside
2012-08-07,3.0,2012-08-09,Outside
2012-08-07,4.0,2012-08-07,Outside
2012-08-07,5.0,2012-08-07,Outside
2012-08-14,1.0,2012-08-14,N/A
2012-08-14,2.0,2012-08-15,Upside
2012-08-14,3.0,2012-08-16,Upside
2012-08-14,4.0,2012-08-14,Upside
2012-08-14,5.0,2012-08-14,Outside
2012-08-21,1.0,2012-08-21,N/A
2012-08-21,2.0,2012-08-22,Upside
2012-08-21,3.0,2012-08-23,Downside
2012-08-21,4.0,2012-08-21,Downside
2012-08-21,5.0,2012-08-21,Downside
2012-08-28,1.0,2012-08-28,N/A
2012-08-28,2.0,2012-08-29,Downside
2012-08-28,3.0,2012-08-30,Outside
2012-08-28,4.0,2012-08-28,Outside
2012-08-28,5.0,2012-08-28,Outside
2012-09-04,1.0,2012-09-04,N/A
2012-09-04,2.0,2012-09-05,Outside
2012-09-04,3.0,2012-09-06,Outside
2012-09-04,4.0,2012-09-04,Downside
2012-09-04,5.0,2012-09-04,Undefined
2012-09-11,1.0,2012-09-11,N/A
2012-09-11,2.0,2012-09-12,Downside
2012-09-11,3.0,2012-09-13,Outside
2012-09-11,4.0,2012-09-11,Upside
2012-09-11,5.0,2012-09-11,Outside
2012-09-18,1.0,2012-09-18,N/A
2012-09-18,2.0,2012-09-19,Downside
2012-09-18,3.0,2012-09-20,Upside
2012-09-18,4.0,2012-09-18,Downside
2012-09-18,5.0,2012-09-18,Outside
2012-09-25,1.0,2012-09-25,N/A
2012-09-25,2.0,2012-09-26,Outside
2012-09-25,3.0,2012-09-27,Upside
2012-09-25,4.0,2012-09-25,Outside
2012-09-25,5.0,2012-09-25,Undefined
2012-10-02,1.0,2012-10-02,N/A
2012-10-02,2.0,2012-10-03,Downside
2012-10-02,3.0,2012-10-04,Upside
2012-10-02,4.0,2012-10-02,Downside
2012-10-02,5.0,2012-10-02,Undefined
2012-10-09,1.0,2012-10-09,N/A
2012-10-09,2.0,2012-10-10,Outside
2012-10-09,3.0,2012-10-11,Undefined
2012-10-09,4.0,2012-10-09,Upside
2012-10-09,5.0,2012-10-09,Outside
2012-10-16,1.0,2012-10-16,N/A
2012-10-16,2.0,2012-10-17,Outside
2012-10-16,3.0,2012-10-18,Upside
2012-10-16,4.0,2012-10-16,Outside
2012-10-16,5.0,2012-10-16,Undefined
2012-10-23,1.0,2012-10-23,N/A
2012-10-23,2.0,2012-10-24,Downside
2012-10-23,3.0,2012-10-25,Downside
2012-10-23,4.0,2012-10-23,Downside
2012-10-23,5.0,2012-10-23,Outside
2012-10-30,1.0,2012-10-30,N/A
2012-10-30,2.0,2012-10-31,Outside
2012-10-30,3.0,2012-11-01,Upside
2012-10-30,4.0,2012-10-30,Outside
2012-10-30,5.0,2012-10-30,Downside
